#Gi	CloneName	Stdn	Chrom	Phase	CloneState	GCenter	Accession	SeqLen	LibAbbr
24819865	RP13-618D6	Y	15	1	top	WIBR	AC135344.2	152750	RP13
24899582	RP13-635J3	Y	15	1	top	WIBR	AC135345.2	155749	RP13
23915529	RP13-728B22	Y	8	0	zer	WIBR	AC135346.1	69112	RP13
23915530	RP13-774P20	Y	11	0	zer	WIBR	AC135347.1	60443	RP13
30023889	RP13-822L18	Y	17	3	fin	WIBR	AC135348.5	111302	RP13
23915532	RP13-910G3	Y	17	0	zer	WIBR	AC135349.1	67718	RP13
27573428	RP13-946E15	Y	15	3	fin	WIBR	AC135350.6	158316	RP13
23915558	RP11-1115I21	Y	8	0	zer	WIBR	AC135351.1	69213	RP11
27764777	RP11-369K16	Y	8	3	fin	WIBR	AC135352.6	133950	RP11
24308590	RP13-120P16	Y	X	3	fin	BCM	AC135368.2	34483	RP13
24462289	RP11-171G10	Y	3	3	fin	BCM	AC135369.2	14750	RP11
24308601	RP11-142G7	Y	X	3	fin	BCM	AC135371.2	25901	RP11
25281339	RP11-474D1	Y	12	3	fin	BCM	AC135388.2	85801	RP11
23955994	RP13-455K23	Y	17	0	zer	WIBR	AC135397.1	66491	RP13
25815263	RP11-507A10	Y	3	3	fin	BCM	AC135452.2	137095	RP11
28436254	RP11-1280I22	Y	5	3	fin	JGI	AC135457.2	83500	RP11
30841055	RP11-298P9	Y	1	3	fin	UWGC	AC135468.3	100208	RP11
30061452	RP11-694I15	Y	3	3	fin	UWGC	AC135506.3	174363	RP11
25815344	RP11-802O23	Y	3	3	fin	UWGC	AC135507.2	171175	RP11
25446561	RP11-715H19	Y	12	3	fin	BCM	AC135584.2	89922	RP11
24371348	RP13-646J16	Y	12	3	fin	BCM	AC135585.2	35700	RP13
28570290	RP13-672B3	Y	12	3	fin	BCM	AC135586.8	74913	RP13
27877141	RP11-309B5	Y	3	3	fin	BCM	AC135587.3	71577	RP11
28191404	RP13-598I11	Y	19	3	fin	JGI	AC135592.2	68984	RP13
28144397	CTC-531E24	Y	16	3	fin	JGI	AC135593.2	127925	CTC
24137531	CTD-2560N10	Y		0	zer	WIBR	AC135615.1	62350	CTD
24137532	CTD-2541G20	Y		0	zer	WIBR	AC135616.1	70554	CTD
24962853	CTD-3106G12	Y	15	1	top	WIBR	AC135617.2	158134	CTD
24137534	CTD-2519M18	Y		0	zer	WIBR	AC135618.1	67913	CTD
25048794	CTD-2506D20	Y		1	top	WIBR	AC135619.2	80327	CTD
24137536	CTD-2193M20	Y	17	0	zer	WIBR	AC135620.1	60943	CTD
24962871	CTD-2008B5	Y	17	1	top	WIBR	AC135621.2	112130	CTD
27261615	RP11-462E9	Y	11	1	can	WIBR	AC135622.4	200096	RP11
25815386	RP11-107D24	Y	15	0	zer	WIBR	AC135623.2	69432	RP11
24850491	RP11-122K4	Y	15	0	zer	WIBR	AC135624.2	38486	RP11
25046491	RP11-261P7	Y	15	2	top	WIBR	AC135625.2	123233	RP11
26291622	RP11-354B3	Y	15	3	fin	WIBR	AC135626.4	180684	RP11
25048796	RP11-357L13	Y	15	1	top	WIBR	AC135627.2	198223	RP11
27753757	RP11-883G10	Y	15	3	fin	WIBR	AC135628.8	137088	RP11
24137545	RP11-31B8	Y	17	0	zer	WIBR	AC135629.1	67344	RP11
24137546	RP11-480N19	Y	17	0	zer	WIBR	AC135630.1	62803	RP11
25048798	RP11-1234M19	Y	15	1	top	WIBR	AC135631.2	176479	RP11
24850493	RP11-1262I1	Y	15	0	zer	WIBR	AC135632.2	60612	RP11
27261617	RP11-1290C3	Y	15	1	can	WIBR	AC135716.4	180253	RP11
26245910	RP11-1295I22	Y	15	1	can	WIBR	AC135717.5	231160	RP11
28301989	RP11-1417P12	Y	15	2	can	WIBR	AC135718.6	195397	RP11
28301989	RPCI-11-1417P12	A	15	2	can	WIBR	AC135718.6	195397	RP11
24962773	RP11-1425M7	Y	15	1	top	WIBR	AC135719.2	220193	RP11
26291646	CTD-3199J23	Y		3	fin	WIBR	AC135721.4	150472	CTD
24182161	CTD-2646J10	Y		0	zer	WIBR	AC135722.1	63009	CTD
24182162	CTD-2545H8	Y		0	zer	WIBR	AC135723.1	32589	CTD
28557942	CTD-2538H15	Y	17	3	fin	WIBR	AC135724.9	160515	CTD
24962889	CTD-2323A16	Y	17	1	top	WIBR	AC135725.2	82659	CTD
28301988	CTC-830I3	Y	17	3	fin	WIBR	AC135726.6	53730	CTC
24182166	RP11-66C15	Y	8	0	zer	WIBR	AC135727.1	69082	RP11
24182167	RP11-1034G4	Y	11	0	zer	WIBR	AC135728.1	66310	RP11
24819867	RP11-109H4	Y	15	0	zer	WIBR	AC135729.2	53776	RP11
24182169	RP11-121K3	Y	15	0	zer	WIBR	AC135730.1	62295	RP11
27901866	RP11-261B23	Y	15	3	fin	WIBR	AC135731.6	123089	RP11
24850492	RP11-280K19	Y	15	0	zer	WIBR	AC135732.2	62839	RP11
24819868	RP11-470J11	Y	15	0	zer	WIBR	AC135733.2	58490	RP11
24182173	RP11-2D4	Y	8	0	zer	WIBR	AC135734.1	62803	RP11
30725970	RP11-1270F20	Y	15	3	fin	WIBR	AC135735.2	175310	RP11
24211063	RP13-833C7	Y		1	pre	BCM	AC135764.1	198055	RP13
24850141	CTD-2031D15	Y	16	2	act	JGI	AC135775.2	146928	CTD
29336202	CTD-2144E22	Y	16	3	fin	JGI	AC135776.3	168546	CTD
24211097	CTD-2282A18	Y	16	1	act	JGI	AC135777.1	183591	CTD
24211098	CTD-2306D9	Y	16	1	act	JGI	AC135778.1	147184	CTD
24211099	CTD-2306L5	Y	16	1	act	JGI	AC135779.1	126337	CTD
24418081	CTD-2320F3	Y	16	3	fin	JGI	AC135780.2	125603	CTD
24211101	CTD-2543B13	Y	16	1	act	JGI	AC135781.1	215480	CTD
29570371	CTD-2555A7	Y	16	3	fin	JGI	AC135782.4	163550	CTD
29171389	CTD-2555L18	Y	16	3	fin	JGI	AC135783.2	224150	CTD
24211104	CTD-2640M4	Y	16	1	act	JGI	AC135784.1	151009	CTD
29570372	CTD-3158L15	Y	16	2	act	JGI	AC135785.2	26785	CTD
24211106	CTD-3160F3	Y	16	1	act	JGI	AC135786.1	39400	CTD
24211107	RP11-1121M18	Y	16	1	act	JGI	AC135787.1	152559	RP11
24211108	RP11-707L21	Y	16	1	act	JGI	AC135788.1	167662	RP11
24211109	RP11-726O14	Y	16	1	act	JGI	AC135789.1	148252	RP11
24211110	RP11-769K18	Y	16	1	act	JGI	AC135790.1	210697	RP11
27884854	RP11-772E11	Y	5	3	fin	JGI	AC135791.2	87307	RP11
28014722	RP11-17E13	Y	1	3	fin	UWGC	AC135803.2	67619	RP11
24270770	RP11-152N21	Y	3	3	fin	UWGC	AC135851.1	157652	RP11
24431671	RP11-713E15	Y	3	3	fin	UWGC	AC135852.2	18793	RP11
24270773	RP13-958O5	Y	17	0	zer	WIBR	AC135853.1	70389	RP13
27552578	RP11-1404H5	Y	15	1	can	WIBR	AC135854.4	165972	RP11
24270776	RP13-665P22	Y	15	0	zer	WIBR	AC135855.1	69704	RP13
24270777	RP13-348G4	Y	11	0	zer	WIBR	AC135856.1	73644	RP13
25449033	RP11-736D4	Y	17	1	top	WIBR	AC135857.2	188358	RP11
24270780	RP13-437A5	Y	17	0	zer	WIBR	AC135858.1	66180	RP13
28565557	RP11-764E9	Y	12	3	fin	BCM	AC135891.3	92128	RP11
24371346	RP11-433J6	Y	12	3	fin	BCM	AC135892.1	56520	RP11
25815260	RP11-643E20	Y	3	3	fin	BCM	AC135893.2	165735	RP11
24308579	RP11-56E2	Y		1	pre	BCM	AC135894.1	158298	RP11
27877142	RP11-168J19	Y	12	3	fin	BCM	AC135895.2	102539	RP11
24421661	RP11-15I13	Y	12	3	fin	BCM	AC135896.2	12886	RP11
24308583	RP11-179J2	Y		1	pre	BCM	AC135897.1	162110	RP11
24308719	CTD-2283L18	Y	17	0	zer	WIBR	AC135912.1	55715	CTD
27819406	RP11-394D16	Y		1	act	BCM	AC135949.2	200254	RP11
24371363	CTD-2413I9	Y	16	3	fin	JGI	AC135950.1	99018	CTD
24462390	RP11-6P8	Y	3	3	fin	UWGC	AC135965.2	189173	RP11
27597017	RP11-94D3	Y	3	3	fin	UWGC	AC135966.2	162867	RP11
27733972	CTC-344C20	Y	11	0	zer	WIBR	AC135967.2	52279	CTC
24414486	CTD-2530E19	Y		0	zer	WIBR	AC135968.1	63545	CTD
24414487	CTD-3091M2	Y		0	zer	WIBR	AC135969.1	32312	CTD
24414488	CTD-3138K7	Y		0	zer	WIBR	AC135970.1	70712	CTD
26190545	RP13-1021H2	Y	15	1	can	WIBR	AC135971.4	146288	RP13
27777600	CTD-2530H17	Y	17	3	fin	WIBR	AC135972.11	158617	CTD
27261614	CTD-2281O1	Y	15	1	can	WIBR	AC135973.3	89924	CTD
24414492	CTD-2297D12	Y	17	0	zer	WIBR	AC135974.1	61616	CTD
24414493	RP11-1114A22	Y	11	0	zer	WIBR	AC135975.1	64519	RP11
24414495	RP11-280A17	Y	11	0	zer	WIBR	AC135976.1	57187	RP11
27753755	RP11-61N20	Y	11	3	fin	WIBR	AC135977.5	152868	RP11
24414498	RP11-110H15	Y	15	0	zer	WIBR	AC135978.1	73298	RP11
24414499	RP11-138I10	Y	15	0	zer	WIBR	AC135979.1	70566	RP11
25048795	RP11-282B9	Y	15	1	top	WIBR	AC135980.2	191988	RP11
24414502	RP11-36M1	Y	15	0	zer	WIBR	AC135981.1	63955	RP11
24414504	RP11-413D22	Y	15	0	zer	WIBR	AC135982.1	61247	RP11
28894637	RP11-632K20	Y	15	3	fin	WIBR	AC135983.4	173389	RP11
24414507	RP11-241K13	Y	17	0	zer	WIBR	AC135984.1	66437	RP11
24414508	RP11-806D24	Y	8	0	zer	WIBR	AC135985.1	57199	RP11
27733974	RP11-513D10	Y	15	3	fin	WIBR	AC135986.9	15262	RP11
24414511	RP11-60N5	Y	15	0	zer	WIBR	AC135987.1	69120	RP11
25141060	RP11-701O21	Y	15	1	top	WIBR	AC135988.2	213947	RP11
25141063	RP11-800O12	Y	15	1	top	WIBR	AC135989.2	215780	RP11
24414516	RP11-1105K9	Y	15	0	zer	WIBR	AC135990.1	71139	RP11
27552579	RP13-100D13	Y	15	1	can	WIBR	AC135991.8	158033	RP13
305643948	RP13-213F8	Y	11	1	top	WIBR	AC135992.2	159645	RP13
24414519	RP13-433B22	Y	15	0	zer	WIBR	AC135993.1	51883	RP13
27369446	RP13-598G7	Y	15	1	can	WIBR	AC135994.6	163776	RP13
30794569	RP13-608F4	Y	15	3	fin	WIBR	AC135995.7	157246	RP13
27261618	RP13-656G3	Y	15	3	fin	WIBR	AC135996.4	27402	RP13
25048801	RP13-901D16	Y	15	1	top	WIBR	AC135997.2	83354	RP13
25048803	RP13-933M3	Y	11	1	top	WIBR	AC135998.2	177303	RP13
27228913	RP13-911E13	Y	15	3	fin	WIBR	AC135999.4	101277	RP13
24414528	RP13-980K5	Y	15	0	zer	WIBR	AC136000.1	57165	RP13
28201691	RP13-399B5	Y	18	2	top	WIBR	AC136001.2	198671	RP13
24414575	RP11-281M1	Y	UNK	1	top	WUGSC	AC136005.1	160765	RP11
27802068	RP11-588M17	Y	2	3	fin	WUGSC	AC136006.5	161027	RP11
26553429	RP11-736B11	Y	2	3	fin	WUGSC	AC136007.3	11941	RP11
24415414	RP11-347D6	Y		2	pre	BCM	AC136017.1	2002	RP11
27261499	RP11-447K24	Y	16	3	fin	JGI	AC136026.3	184471	RP11
24431551	RP11-67C8	Y	12	3	fin	BCM	AC136127.2	22784	RP11
25076112	RP11-434D23	Y	12	3	fin	BCM	AC136187.2	29501	RP11
25076126	RP11-633L8	Y	12	3	fin	BCM	AC136188.2	70901	RP11
25815261	RP11-519B15	Y	3	3	fin	BCM	AC136189.2	104995	RP11
24431546	RP11-380J21	Y	3	3	fin	BCM	AC136275.1	18343	RP11
25076097	RP11-816F6	Y	3	3	fin	BCM	AC136276.2	60733	RP11
29171390	RP11-899L11	Y	16	3	fin	JGI	AC136285.2	235286	RP11
27413183	RP11-584G1	Y	3	3	fin	UWGC	AC136289.2	191776	RP11
27413189	CTD-2104B13	Y	3	3	fin	UWGC	AC136290.2	136961	CTD
24431675	CTD-2053N6	Y	11	0	zer	WIBR	AC136291.1	53242	CTD
24431676	CTD-2180B2	Y	11	0	zer	WIBR	AC136292.1	54604	CTD
24431677	CTD-2378G8	Y	11	0	zer	WIBR	AC136293.1	54047	CTD
27452930	CTD-2090I2	Y	15	2	can	WIBR	AC136294.4	127422	CTD
24431679	CTD-2180A4	Y	15	0	zer	WIBR	AC136295.1	44300	CTD
25188975	CTD-2304E11	Y	15	2	top	WIBR	AC136296.2	116411	CTD
30841057	CTD-2245O6	Y	11	3	fin	WIBR	AC136297.6	185908	CTD
24431682	CTD-2502D10	Y	8	0	zer	WIBR	AC136298.1	66367	CTD
24431683	CTD-2565G8	Y	11	0	zer	WIBR	AC136299.1	52960	CTD
27884915	CTD-2653G20	Y	11	0	zer	WIBR	AC136300.3	37718	CTD
25048805	CTD-2535K1	Y	11	1	top	WIBR	AC136301.2	165288	CTD
24431686	CTD-2556C14	Y	15	0	zer	WIBR	AC136302.1	62732	CTD
24431687	CTD-2526B18	Y	17	0	zer	WIBR	AC136303.1	69694	CTD
24431688	CTD-2584F10	Y	17	0	zer	WIBR	AC136304.1	68009	CTD
27777601	RP11-104K22	Y	8	3	fin	WIBR	AC136305.6	156524	RP11
24431690	RP11-708H1	Y	8	0	zer	WIBR	AC136306.1	61319	RP11
27545098	RP11-146D24	Y	11	1	top	WIBR	AC136307.2	149875	RP11
25046503	RP11-23J21	Y	11	0	zer	WIBR	AC136308.2	71041	RP11
28570413	RP11-242C5	Y	11	3	fin	WIBR	AC136309.9	150642	RP11
27373803	RP11-421D3	Y	11	0	zer	WIBR	AC136310.3	78528	RP11
27372470	RP11-601N22	Y	11	0	zer	WIBR	AC136311.3	94228	RP11
25048811	RP11-62E2	Y	11	0	zer	WIBR	AC136312.2	70574	RP11
27228908	RP11-762P16	Y	11	0	zer	WIBR	AC136313.2	107306	RP11
24431701	RP11-321E5	Y	18	0	zer	WIBR	AC136314.1	71679	RP11
24431705	RP11-63D18	Y		0	zer	WIBR	AC136315.1	67995	RP11
24431709	RP11-737G22	Y	18	0	zer	WIBR	AC136317.1	65423	RP11
24431713	RP11-959C16	Y	18	0	zer	WIBR	AC136319.1	65895	RP11
25815374	RP11-451L20	Y	17	0	zer	WIBR	AC136321.2	70510	RP11
24431721	RP11-433N5	Y	18	0	zer	WIBR	AC136322.1	68604	RP11
24431725	RP11-481L11	Y	18	0	zer	WIBR	AC136323.1	63416	RP11
24431729	RP11-509G24	Y	18	0	zer	WIBR	AC136324.1	65296	RP11
24431733	RP11-551H10	Y	18	0	zer	WIBR	AC136325.1	68176	RP11
25229226	RP11-1200F10	Y	8	0	zer	WIBR	AC136328.2	69964	RP11
24431741	RP11-1188J5	Y	18	0	zer	WIBR	AC136329.1	65372	RP11
24962758	RP11-1291A21	Y	18	0	zer	WIBR	AC136330.2	40979	RP11
24962744	RP11-1230B22	Y	17	0	zer	WIBR	AC136331.2	53121	RP11
24431753	RP13-456A16	Y	17	0	zer	WIBR	AC136332.1	70515	RP13
25815371	RP13-943H9	Y	8	0	zer	WIBR	AC136333.2	70467	RP13
24431761	RP13-39D16	Y	17	0	zer	WIBR	AC136334.1	70834	RP13
24431764	RP13-6K17	Y	17	0	zer	WIBR	AC136335.1	64676	RP13
24431768	RP13-398E4	Y	17	0	zer	WIBR	AC136336.1	65310	RP13
24431772	RP13-743A10	Y	18	0	zer	WIBR	AC136338.1	62550	RP13
24431776	RP13-151N11	Y	18	0	zer	WIBR	AC136339.1	70347	RP13
24431780	RP13-57K6	Y	18	0	zer	WIBR	AC136340.1	68706	RP13
24431784	RP13-9J14	Y	18	0	zer	WIBR	AC136342.1	61087	RP13
24431788	RP13-520C22	Y	18	0	zer	WIBR	AC136343.1	58689	RP13
24431792	RP13-596P24	Y	18	0	zer	WIBR	AC136344.1	42533	RP13
24431796	RP13-882P20	Y	17	0	zer	WIBR	AC136345.1	52172	RP13
24431800	RP13-883H10	Y	18	0	zer	WIBR	AC136346.1	36044	RP13
24431804	RP13-907D8	Y	18	0	zer	WIBR	AC136347.1	49580	RP13
24431808	RP13-1014P22	Y	17	0	zer	WIBR	AC136348.1	64022	RP13
25188974	RP13-529L6	Y	18	1	top	WIBR	AC136349.2	156240	RP13
24431816	CTD-2377G5	Y	8	0	zer	WIBR	AC136350.1	45300	CTD
27502505	RP11-93D18	Y	11	0	zer	WIBR	AC136351.3	90635	RP11
28894634	RP11-116P24	Y	15	3	fin	WIBR	AC136352.10	177255	RP11
25449068	RP11-147I2	Y	15	1	top	WIBR	AC136353.2	184300	RP11
24431820	RP11-318M1	Y	15	0	zer	WIBR	AC136354.1	54322	RP11
27476162	RP11-54M9	Y	15	3	fin	WIBR	AC136355.7	65183	RP11
24431822	RP11-633F1	Y	15	0	zer	WIBR	AC136356.1	47756	RP11
24431823	RP11-986G14	Y	15	0	zer	WIBR	AC136357.1	62609	RP11
24431824	RP11-42J14	Y	18	0	zer	WIBR	AC136358.1	64706	RP11
24431825	RP11-60C11	Y	17	0	zer	WIBR	AC136359.1	74822	RP11
27733975	RP11-81C1	Y	17	3	fin	WIBR	AC136360.6	12380	RP11
24431827	RP11-951J10	Y	8	0	zer	WIBR	AC136361.1	64746	RP11
24431828	RP13-974C19	Y	17	0	zer	WIBR	AC136362.1	65002	RP13
45268930	RP11-18L18	Y	17	3	fin	WIBR	AC136363.2	87532	RP11
24431840	RP11-120E20	Y	11	0	zer	WIBR	AC136364.1	63158	RP11
27228910	RP11-97P4	Y	8	3	fin	WIBR	AC136365.5	143756	RP11
24431848	RP11-179L21	Y	8	0	zer	WIBR	AC136367.1	69837	RP11
24431852	RP11-143C18	Y	8	0	zer	WIBR	AC136368.1	74269	RP11
25048792	RP11-1138G22	Y	17	1	top	WIBR	AC136369.2	152154	RP11
24431864	CTD-3113O18	Y		0	zer	WIBR	AC136370.1	50466	CTD
27777603	CTD-2588I16	Y	8	3	fin	WIBR	AC136373.5	51604	CTD
25048786	CTD-2651C20	Y	11	0	zer	WIBR	AC136374.2	50314	CTD
27905030	RP11-104P1	Y	2	3	fin	WUGSC	AC136375.2	17863	RP11
24462304	CTD-2363C16	Y	5	3	fin	JGI	AC136424.1	93767	CTD
25139875	CTA-117G4	Y	16	3	fin	JGI	AC136425.3	173621	CTA
25013292	CTD-2008N14	Y	5	3	fin	JGI	AC136426.2	121099	CTD
29029243	RP11-103G5	Y	16	3	fin	JGI	AC136427.3	145971	RP11
27261502	RP11-104C4	Y	16	3	fin	JGI	AC136428.3	193708	RP11
24462319	RP11-139L1	Y	16	1	act	JGI	AC136429.1	142470	RP11
24462320	RP11-141L6	Y	16	1	act	JGI	AC136430.1	166451	RP11
27356680	RP11-148M17	Y	16	3	fin	JGI	AC136431.3	168721	RP11
24462322	RP11-213C14	Y	16	1	act	JGI	AC136432.1	178208	RP11
27356681	RP11-21C14	Y	16	3	fin	JGI	AC136433.3	164765	RP11
24462324	RP11-261E14	Y	16	1	act	JGI	AC136434.1	189911	RP11
24462325	RP11-28O7	Y	16	1	act	JGI	AC136435.1	47687	RP11
24462325	RPCI-11-28O7	A	16	1	act	JGI	AC136435.1	47687	RP11
24462326	RP11-345H7	Y	16	1	act	JGI	AC136436.1	170968	RP11
24960829	RP11-347D23	Y	16	3	fin	JGI	AC136437.2	161397	RP11
24462328	RP11-357P4	Y	16	1	act	JGI	AC136438.1	220349	RP11
24462329	RP11-367C17	Y	16	1	act	JGI	AC136439.1	175050	RP11
25989070	RP11-378C4	Y	16	3	fin	JGI	AC136440.3	175691	RP11
24462331	RP11-460L21	Y	16	1	act	JGI	AC136441.1	174428	RP11
29336204	RP11-470K5	Y	16	2	act	JGI	AC136442.2	196687	RP11
31745198	RP11-719K4	Y	16	3	fin	JGI	AC136443.3	193377	RP11
24462334	RP11-77A23	Y	16	1	act	JGI	AC136444.1	93732	RP11
25990230	RP11-913H24	Y	16	2	act	JGI	AC136445.2	144335	RP11
24462336	RP11-952K6	Y	16	1	act	JGI	AC136446.1	198190	RP11
29336162	RP13-218O1	Y	12	3	fin	BCM	AC136467.11	23857	RP13
26050948	RP11-886P16	Y	19	3	fin	JGI	AC136469.2	147180	RP11
24476051	RP13-947L3	Y	19	2	act	JGI	AC136470.1	156942	RP13
24476051	RPCI-13_947L3	A	19	2	act	JGI	AC136470.1	156942	RP13
24476090	CTD-3238B4	Y		0	zer	WIBR	AC136473.1	55883	CTD
27884914	CTC-828L2	Y	11	0	zer	WIBR	AC136474.2	20674	CTC
32469539	RP11-326C3	Y	11	3	fin	WIBR	AC136475.7	143779	RP11
24476093	RP11-268E15	Y	17	0	zer	WIBR	AC136476.1	64965	RP11
24476094	RP11-345K22	Y	18	0	zer	WIBR	AC136477.1	63834	RP11
24476095	RP11-907F13	Y	17	0	zer	WIBR	AC136478.1	63897	RP11
26665713	RP13-886N14	Y	X	3	fin	IMB	AC136488.3	163835	RP13
26665714	RP13-749I18	Y	X	3	fin	IMB	AC136489.3	164468	RP13
24528516	RP11-1226G3	Y	18	0	zer	WIBR	AC136490.1	62498	RP11
28973813	RP11-240C14	Y	19	3	fin	JGI	AC136499.2	92689	RP11
24580339	RP11-56P2	Y	5	3	fin	JGI	AC136500.1	183967	RP11
24635906	CTD-2054F13	Y	16	1	act	JGI	AC136589.1	113906	CTD
25188935	CTD-2312G21	Y	5	3	fin	JGI	AC136590.2	301479	CTD
24635908	CTD-2547F9	Y	16	1	act	JGI	AC136591.1	132983	CTD
24635909	RP11-1021G2	Y	5	1	act	JGI	AC136592.1	197644	RP11
24635910	RP11-1000G17	Y	5	1	act	JGI	AC136593.1	185953	RP11
24635911	RP11-1069G21	Y	5	1	act	JGI	AC136594.1	199768	RP11
24635912	RP11-106G17	Y	16	1	act	JGI	AC136595.1	155844	RP11
24635913	RP11-1070F6	Y	5	1	act	JGI	AC136596.1	220632	RP11
24635914	RP11-109O11	Y	16	1	act	JGI	AC136597.1	158978	RP11
24635915	RP11-1123L7	Y	5	1	act	JGI	AC136598.1	171182	RP11
24635916	RP11-122K4	Y	16	1	act	JGI	AC136599.1	154622	RP11
24635917	RP11-1253J20	Y	5	1	act	JGI	AC136600.1	192840	RP11
28933569	RP11-1259L22	Y	5	3	fin	JGI	AC136601.2	186323	RP11
24635919	RP11-1322N11	Y	5	1	act	JGI	AC136602.1	213546	RP11
27356682	RP11-133M8	Y	16	3	fin	JGI	AC136603.3	183708	RP11
38093723	RP11-1379J22	Y	5	3	fin	JGI	AC136604.2	171812	RP11
28827860	RP11-1380A14	Y	5	3	fin	JGI	AC136605.2	171395	RP11
24635923	RP11-1389P6	Y	5	1	act	JGI	AC136606.1	315475	RP11
24635924	RP11-1395E20	Y	5	1	act	JGI	AC136607.1	220865	RP11
24635925	RP11-139C7	Y	16	1	act	JGI	AC136608.1	173446	RP11
24635926	RP11-1409D9	Y	5	1	act	JGI	AC136609.1	262628	RP11
24635927	RP11-142M20	Y	16	1	act	JGI	AC136610.1	13974	RP11
40018665	RP11-159J3	Y	16	3	fin	JGI	AC136611.2	158324	RP11
27261503	RP11-319D11	Y	16	3	fin	JGI	AC136612.2	221622	RP11
27877169	RP11-326L18	Y	16	3	fin	JGI	AC136613.3	171114	RP11
24635931	RP11-370N13	Y	16	1	act	JGI	AC136614.1	191802	RP11
24635932	RP11-379B18	Y	16	1	act	JGI	AC136615.1	192959	RP11
29171391	RP11-44A7	Y	16	3	fin	JGI	AC136616.4	174477	RP11
29171391	RPCI-11-44A7	A	16	3	fin	JGI	AC136616.4	174477	RP11
24635934	RP11-452J18	Y	16	1	act	JGI	AC136617.1	172807	RP11
27261504	RP11-457I16	Y	16	3	fin	JGI	AC136618.3	172180	RP11
28416071	RP11-467M13	Y	16	3	fin	JGI	AC136619.3	163846	RP11
27151368	RP11-472H18	Y	16	1	act	JGI	AC136620.2	98296	RP11
38093724	RP11-481F24	Y	16	3	fin	JGI	AC136621.2	186021	RP11
24635939	RP11-49G12	Y	16	1	act	JGI	AC136622.1	155431	RP11
24635940	RP11-49L5	Y	16	1	act	JGI	AC136623.1	147140	RP11
29029245	RP11-517A5	Y	16	3	fin	JGI	AC136624.3	211896	RP11
24960844	RP11-554I17	Y	16	3	fin	JGI	AC136625.2	184294	RP11
24635943	RP11-672B19	Y	5	1	act	JGI	AC136626.1	183473	RP11
24635944	RP11-779J14	Y	5	1	act	JGI	AC136627.1	189025	RP11
38093725	RP11-798K23	Y	5	3	fin	JGI	AC136628.2	137132	RP11
24635946	RP11-79I15	Y	16	1	act	JGI	AC136629.1	171763	RP11
24635947	RP11-800A11	Y	5	1	act	JGI	AC136630.1	184701	RP11
24635948	RP11-835D23	Y	5	1	act	JGI	AC136631.1	207298	RP11
29569251	RP11-889L3	Y	5	3	fin	JGI	AC136632.3	222295	RP11
24635950	RP11-950D19	Y	5	1	act	JGI	AC136633.1	161378	RP11
25167095	RP11-95C20	Y	1	3	fin	JGI	AC136634.2	176981	RP11
24635952	RP11-998J7	Y	5	1	act	JGI	AC136635.1	171814	RP11
26665794	RP11-124L4	Y	11	0	zer	WIBR	AC136681.2	107977	RP11
24756930	CTD-2514I22	Y	18	0	zer	WIBR	AC136682.1	41864	CTD
24756933	CTD-3121K10	Y	18	0	zer	WIBR	AC136683.1	56534	CTD
24756937	RP11-578G5	Y	15	0	zer	WIBR	AC136684.1	44059	RP11
26665766	RP11-1013H18	Y	15	1	top	WIBR	AC136685.2	182213	RP11
26801287	RP11-118M7	Y	15	1	can	WIBR	AC136686.5	142969	RP11
26801287	RPCI-11-118M7	A	15	1	can	WIBR	AC136686.5	142969	RP11
27369442	RP11-439M15	Y	15	3	fin	WIBR	AC136687.6	180708	RP11
27369442	RPCI-11-439M15	A	15	3	fin	WIBR	AC136687.6	180708	RP11
24756953	RP11-570C21	Y	15	0	zer	WIBR	AC136688.1	62045	RP11
24756957	RP11-1236I22	Y	15	0	zer	WIBR	AC136689.1	58415	RP11
25449230	RP11-1262M20	Y	15	1	top	WIBR	AC136691.2	155942	RP11
26665767	RP11-1410N6	Y	15	1	top	WIBR	AC136692.2	244008	RP11
26892306	RP11-1281C22	Y	15	1	can	WIBR	AC136693.3	172046	RP11
26892306	RPCI-11-1281C22	A	15	1	can	WIBR	AC136693.3	172046	RP11
24756973	RP11-1167B3	Y	15	0	zer	WIBR	AC136694.1	56568	RP11
24756977	RP11-1398F14	Y	15	0	zer	WIBR	AC136695.1	47104	RP11
28273546	RP13-262C2	Y	15	3	fin	WIBR	AC136698.6	169605	RP13
26665769	RP13-933O14	Y	15	1	top	WIBR	AC136701.2	129802	RP13
30315765	RP11-671M22	Y	15	3	fin	WIBR	AC136704.9	74342	RP11
24756989	RP13-137K14	Y	15	0	zer	WIBR	AC136705.1	47936	RP13
27372469	RP13-230E4	Y	11	0	zer	WIBR	AC136708.3	80194	RP13
24756997	RP13-432G8	Y	15	0	zer	WIBR	AC136711.1	40131	RP13
24757001	RP13-805E3	Y	11	0	zer	WIBR	AC136715.1	56756	RP13
24757005	RP13-622H24	Y	15	0	zer	WIBR	AC136718.1	64703	RP13
24757009	RP13-281J12	Y	15	0	zer	WIBR	AC136721.1	47857	RP13
24757049	CTD-2529H4	Y	17	0	zer	WIBR	AC136748.1	66621	CTD
24757053	CTD-3234F16	Y	11	0	zer	WIBR	AC136749.1	47285	CTD
24757057	CTD-2373P4	Y	18	0	zer	WIBR	AC136751.1	78130	CTD
25449183	CTD-2361A19	Y	18	2	top	WIBR	AC136753.2	80942	CTD
